# t x y z vx vy vz m
198900.001 -9.88493 46.72520 0.00000 -0.00230 0.00121 -0.00000 1.000e+04 
198910.001 1.45450 -48.30169 0.00000 0.00056 0.00155 -0.00000 1.000e+04 
198920.001 3.01404 47.52539 -0.00000 -0.00233 0.00160 0.00000 1.000e+04 
198930.001 -11.22988 -47.12622 -0.00000 0.00052 0.00117 -0.00000 1.000e+04 
198940.001 15.69080 44.84365 0.00001 -0.00225 0.00199 -0.00000 1.000e+04 
198950.001 -23.13335 -42.66893 0.00000 0.00038 0.00082 0.00000 1.000e+04 
198960.001 27.20897 38.85390 -0.00000 -0.00207 0.00234 -0.00000 1.000e+04 
198970.001 -33.43551 -35.25653 0.00000 0.00016 0.00052 -0.00000 1.000e+04 
198980.001 36.70976 29.98446 0.00000 -0.00180 0.00263 0.00000 1.000e+04 
198990.001 -41.43005 -25.41034 0.00000 -0.00013 0.00028 -0.00000 1.000e+04 
199000.001 43.48348 18.88776 0.00001 -0.00146 0.00283 -0.00000 1.000e+04 
199010.001 -46.56698 -13.81158 0.00000 -0.00048 0.00013 0.00000 1.000e+04 
199020.001 47.02904 6.38848 -0.00000 -0.00108 0.00294 -0.00000 1.000e+04 
199030.001 -48.48606 -1.25895 0.00000 -0.00085 0.00007 -0.00000 1.000e+04 
199040.001 47.09464 -6.58432 0.00001 -0.00069 0.00294 0.00000 1.000e+04 
199050.001 -47.04053 11.38016 -0.00000 -0.00123 0.00011 -0.00000 1.000e+04 
199060.001 43.69497 -19.07384 0.00000 -0.00031 0.00283 -0.00000 1.000e+04 
199070.001 -42.30999 23.22331 0.00000 -0.00158 0.00024 0.00000 1.000e+04 
199080.001 37.10444 -30.17209 -0.00000 0.00002 0.00263 0.00000 1.000e+04 
199090.001 -34.60106 33.42998 0.00000 -0.00189 0.00047 -0.00000 1.000e+04 
199100.001 27.82834 -39.08864 0.00001 0.00029 0.00235 0.00000 1.000e+04 
199110.001 -24.43409 41.25950 -0.00000 -0.00213 0.00077 0.00000 1.000e+04 
199120.001 16.55716 -45.20577 -0.00000 0.00047 0.00201 -0.00000 1.000e+04 
199130.001 -12.51470 46.12655 0.00000 -0.00228 0.00113 0.00000 1.000e+04 
199140.001 4.10990 -48.11653 0.00000 0.00055 0.00163 0.00000 1.000e+04 
199150.001 0.31021 47.64980 0.00000 -0.00233 0.00152 -0.00000 1.000e+04 
199160.001 -8.62771 -47.64514 0.00000 0.00053 0.00125 -0.00000 1.000e+04 
199170.001 13.11099 45.68843 -0.00000 -0.00227 0.00191 0.00000 1.000e+04 
199180.001 -20.76472 -43.85064 0.00000 0.00042 0.00089 -0.00000 1.000e+04 
199190.001 24.94479 40.36150 0.00001 -0.00211 0.00227 -0.00000 1.000e+04 
199200.001 -31.46298 -37.01588 0.00000 0.00021 0.00057 0.00000 1.000e+04 
199210.001 34.93057 32.04583 -0.00000 -0.00186 0.00257 -0.00000 1.000e+04 
199220.001 -39.98870 -27.62449 0.00000 -0.00007 0.00032 -0.00000 1.000e+04 
199230.001 42.32207 21.35047 0.00000 -0.00154 0.00280 0.00000 1.000e+04 
199240.001 -45.75642 -16.32784 0.00000 -0.00040 0.00015 -0.00000 1.000e+04 
199250.001 46.57048 9.06925 0.00000 -0.00116 0.00293 -0.00000 1.000e+04 
199260.001 -48.36432 -3.90406 -0.00000 -0.00077 0.00007 0.00000 1.000e+04 
199270.001 47.36953 -3.88442 -0.00000 -0.00077 0.00295 -0.00000 1.000e+04 
199280.001 -47.61997 8.78953 0.00000 -0.00115 0.00009 -0.00000 1.000e+04 
199290.001 44.67795 -16.55296 0.00001 -0.00038 0.00286 0.00000 1.000e+04 
199300.001 -43.55555 20.86914 -0.00000 -0.00151 0.00021 -0.00000 1.000e+04 
199310.001 38.71758 -28.01194 0.00000 -0.00004 0.00268 -0.00000 1.000e+04 
199320.001 -36.43109 31.48098 0.00000 -0.00183 0.00042 0.00000 1.000e+04 
199330.001 29.94892 -37.44113 0.00000 0.00024 0.00241 0.00000 1.000e+04 
199340.001 -26.72420 39.85916 0.00000 -0.00208 0.00071 -0.00000 1.000e+04 
199350.001 19.02841 -44.18286 0.00000 0.00044 0.00208 0.00000 1.000e+04 
199360.001 -15.10487 45.38187 -0.00000 -0.00226 0.00105 0.00000 1.000e+04 
199370.001 6.75349 -47.78389 -0.00000 0.00054 0.00171 -0.00000 1.000e+04 
199380.001 -2.39468 47.62189 0.00000 -0.00233 0.00144 0.00000 1.000e+04 
199390.001 -5.99859 -48.01947 0.00000 0.00055 0.00133 0.00000 1.000e+04 
199400.001 10.48880 46.38602 0.00000 -0.00229 0.00183 -0.00000 1.000e+04 
199410.001 -18.33283 -44.90028 0.00000 0.00045 0.00096 -0.00000 1.000e+04 
199420.001 22.59957 41.73843 -0.00000 -0.00216 0.00220 0.00000 1.000e+04 
199430.001 -29.39546 -38.66434 0.00000 0.00026 0.00064 -0.00000 1.000e+04 
199440.001 33.03761 34.00327 0.00001 -0.00192 0.00252 -0.00000 1.000e+04 
199450.001 -38.42708 -29.75609 0.00000 -0.00000 0.00037 0.00000 1.000e+04 
199460.001 41.02287 23.74418 -0.00000 -0.00161 0.00276 -0.00000 1.000e+04 
199470.001 -44.80824 -18.79533 0.00000 -0.00033 0.00018 -0.00000 1.000e+04 
199480.001 45.96083 11.72117 0.00000 -0.00124 0.00291 0.00000 1.000e+04 
199490.001 -48.09662 -6.53760 0.00000 -0.00069 0.00008 -0.00000 1.000e+04 
199500.001 47.49175 -1.17132 0.00000 -0.00085 0.00295 -0.00000 1.000e+04 
199510.001 -48.05483 6.17207 -0.00000 -0.00107 0.00008 0.00000 1.000e+04 
199520.001 45.51826 -13.97841 -0.00000 -0.00046 0.00289 -0.00000 1.000e+04 
199530.001 -44.66775 18.45100 0.00000 -0.00144 0.00018 -0.00000 1.000e+04 
199540.001 40.20853 -25.76236 0.00001 -0.00011 0.00272 0.00000 1.000e+04 
199550.001 -38.14845 29.43463 -0.00000 -0.00177 0.00037 -0.00000 1.000e+04 
199560.001 31.97626 -35.67568 0.00000 0.00019 0.00247 -0.00000 1.000e+04 
199570.001 -28.93077 38.33423 0.00000 -0.00204 0.00064 0.00000 1.000e+04 
199580.001 21.44140 -43.02254 0.00000 0.00041 0.00215 0.00000 1.000e+04 
199590.001 -17.64731 44.49381 0.00000 -0.00223 0.00098 -0.00000 1.000e+04 
199600.001 9.37714 -47.30438 0.00000 0.00053 0.00179 0.00000 1.000e+04 
199610.001 -5.09197 47.44202 -0.00000 -0.00232 0.00136 0.00000 1.000e+04 
199620.001 -3.35047 -48.24770 -0.00000 0.00055 0.00141 -0.00000 1.000e+04 
199630.001 7.83275 46.93438 0.00000 -0.00231 0.00175 0.00000 1.000e+04 
199640.001 -15.84489 -45.81445 0.00000 0.00048 0.00104 0.00000 1.000e+04 
199650.001 20.18098 42.98030 0.00000 -0.00219 0.00212 -0.00000 1.000e+04 
199660.001 -27.23905 -40.19680 0.00000 0.00031 0.00070 0.00000 1.000e+04 
199670.001 31.03703 35.85041 -0.00000 -0.00198 0.00245 0.00000 1.000e+04 
199680.001 -36.74979 -31.79872 0.00000 0.00006 0.00042 -0.00000 1.000e+04 
199690.001 39.59001 26.06103 0.00001 -0.00168 0.00272 -0.00000 1.000e+04 
199700.001 -43.72528 -21.20667 0.00000 -0.00026 0.00021 0.00000 1.000e+04 
199710.001 45.20185 14.33558 -0.00000 -0.00132 0.00289 -0.00000 1.000e+04 
199720.001 -47.68389 -9.15168 0.00000 -0.00061 0.00009 -0.00000 1.000e+04 
199730.001 47.46061 1.54621 0.00000 -0.00093 0.00295 0.00000 1.000e+04 
199740.001 -48.34396 3.53575 0.00000 -0.00099 0.00007 -0.00000 1.000e+04 
199750.001 46.21285 -11.35833 0.00000 -0.00054 0.00291 -0.00000 1.000e+04 
199760.001 -45.64343 15.97640 -0.00000 -0.00136 0.00015 0.00000 1.000e+04 
199770.001 41.57216 -23.43027 -0.00000 -0.00018 0.00277 -0.00000 1.000e+04 
199780.001 -39.74808 27.29740 0.00000 -0.00170 0.00032 -0.00000 1.000e+04 
199790.001 33.90367 -33.79749 0.00001 0.00013 0.00253 0.00000 1.000e+04 
199800.001 -31.04710 36.68973 -0.00000 -0.00199 0.00058 -0.00000 1.000e+04 
199810.001 23.78844 -41.72800 0.00000 0.00037 0.00222 -0.00000 1.000e+04 
199820.001 -20.13413 43.46547 0.00000 -0.00220 0.00090 0.00000 1.000e+04 
199830.001 11.97274 -46.67905 0.00000 0.00051 0.00187 0.00000 1.000e+04 
199840.001 -7.77307 47.11106 0.00000 -0.00231 0.00127 -0.00000 1.000e+04 
199850.001 -0.69135 -48.32878 0.00000 0.00056 0.00149 0.00000 1.000e+04 
199860.001 5.15143 47.33194 -0.00000 -0.00232 0.00167 0.00000 1.000e+04 
199870.001 -13.30833 -46.59010 -0.00000 0.00050 0.00111 -0.00000 1.000e+04 
199880.001 17.69695 44.08319 0.00000 -0.00223 0.00205 0.00000 1.000e+04 
199890.001 -25.00008 -41.60851 0.00000 0.00035 0.00077 0.00000 1.000e+04 
199900.001 28.93539 37.58126 0.00000 -0.00203 0.00239 -0.00000 1.000e+04 
199910.001 -34.96177 -33.74618 0.00000 0.00012 0.00047 0.00000 1.000e+04 
199920.001 38.02810 28.29341 -0.00000 -0.00175 0.00267 0.00000 1.000e+04 
199930.001 -42.51079 -23.55464 0.00000 -0.00019 0.00025 -0.00000 1.000e+04 
199940.001 44.29585 16.90391 0.00001 -0.00140 0.00286 -0.00000 1.000e+04 
199950.001 -47.12745 -11.73845 0.00000 -0.00054 0.00011 0.00000 1.000e+04 
199960.001 47.27589 4.25937 -0.00000 -0.00102 0.00295 -0.00000 1.000e+04 
199970.001 -48.48668 0.88854 0.00000 -0.00091 0.00007 0.00000 1.000e+04 
199980.001 46.75912 -8.70105 0.00000 -0.00062 0.00293 0.00000 1.000e+04 
199990.001 -46.47983 13.45295 0.00000 -0.00129 0.00012 -0.00000 1.000e+04 
200000.001 42.80377 -21.02285 0.00000 -0.00025 0.00281 -0.00000 1.000e+04 
200010.001 -41.22529 25.07606 -0.00000 -0.00164 0.00028 0.00000 1.000e+04 
200020.001 35.72477 -31.81214 -0.00000 0.00007 0.00259 -0.00000 1.000e+04 
200030.001 -33.06679 34.93105 0.00000 -0.00193 0.00052 -0.00000 1.000e+04 
200040.001 26.06201 -40.30286 0.00000 0.00033 0.00229 0.00000 1.000e+04 
200050.001 -22.55759 42.30039 -0.00000 -0.00216 0.00083 -0.00000 1.000e+04 
200060.001 14.53216 -45.90940 0.00000 0.00049 0.00195 -0.00000 1.000e+04 
200070.001 -10.42949 46.63034 0.00000 -0.00229 0.00119 0.00000 1.000e+04 
200080.001 1.97066 -48.26208 0.00000 0.00056 0.00157 0.00000 1.000e+04 
200090.001 2.45351 47.57767 0.00000 -0.00233 0.00158 -0.00000 1.000e+04 
200100.001 -10.73070 -47.22459 0.00000 0.00052 0.00119 0.00000 1.000e+04 
200110.001 15.15556 45.04367 -0.00000 -0.00225 0.00197 0.00000 1.000e+04 
200120.001 -22.68516 -42.89504 0.00000 0.00039 0.00083 -0.00000 1.000e+04 
200130.001 26.73956 39.19021 0.00001 -0.00208 0.00232 0.00000 1.000e+04 
200140.001 -33.06829 -35.59256 0.00000 0.00017 0.00053 0.00000 1.000e+04 
200150.001 36.34218 30.43401 0.00000 -0.00181 0.00262 -0.00000 1.000e+04 
200160.001 -41.16837 -25.83219 0.00000 -0.00012 0.00029 0.00000 1.000e+04 
200170.001 43.24561 19.41772 -0.00000 -0.00148 0.00283 0.00000 1.000e+04 
200180.001 -46.42902 -14.29016 0.00000 -0.00046 0.00013 -0.00000 1.000e+04 
200190.001 46.93792 6.95933 0.00001 -0.00110 0.00294 -0.00000 1.000e+04 
200200.001 -48.48270 -1.76154 -0.00000 -0.00083 0.00007 0.00000 1.000e+04 
200210.001 47.15496 -6.01507 -0.00000 -0.00070 0.00294 -0.00000 1.000e+04 
200220.001 -47.17463 10.88840 0.00000 -0.00121 0.00010 0.00000 1.000e+04 
200230.001 43.89905 -18.54760 0.00000 -0.00032 0.00284 0.00000 1.000e+04 
200240.001 -42.57577 22.77760 0.00000 -0.00157 0.00024 -0.00000 1.000e+04 
200250.001 37.43347 -29.72559 0.00000 0.00001 0.00264 -0.00000 1.000e+04 
200260.001 -34.98379 33.06387 -0.00000 -0.00188 0.00046 0.00000 1.000e+04 
200270.001 28.25475 -38.75117 -0.00000 0.00028 0.00236 -0.00000 1.000e+04 
200280.001 -24.91023 41.00252 0.00000 -0.00212 0.00076 -0.00000 1.000e+04 
200290.001 17.04741 -44.99739 0.00000 0.00046 0.00202 0.00000 1.000e+04 
200300.001 -13.05284 46.00168 -0.00000 -0.00227 0.00112 -0.00000 1.000e+04 
200310.001 4.62742 -48.04740 0.00000 0.00055 0.00165 -0.00000 1.000e+04 
200320.001 -0.25233 47.67102 0.00000 -0.00233 0.00150 0.00000 1.000e+04 
200330.001 -8.11973 -47.71568 0.00000 0.00054 0.00127 0.00000 1.000e+04 
200340.001 12.56512 45.85881 0.00000 -0.00228 0.00189 -0.00000 1.000e+04 
200350.001 -20.30116 -44.05228 0.00000 0.00043 0.00091 0.00000 1.000e+04 
200360.001 24.45674 40.67209 -0.00000 -0.00212 0.00225 0.00000 1.000e+04 
200370.001 -31.07490 -37.33220 0.00000 0.00022 0.00059 -0.00000 1.000e+04 
200380.001 34.53774 32.47581 0.00001 -0.00187 0.00256 0.00000 1.000e+04 
200390.001 -39.70200 -28.03246 0.00000 -0.00005 0.00033 0.00000 1.000e+04 
200400.001 42.05442 21.86877 0.00000 -0.00155 0.00279 -0.00000 1.000e+04 
200410.001 -45.59075 -16.79916 0.00000 -0.00039 0.00016 0.00000 1.000e+04 
200420.001 46.44757 9.63729 -0.00000 -0.00118 0.00292 0.00000 1.000e+04 
200430.001 -48.33217 -4.40651 0.00000 -0.00075 0.00007 -0.00000 1.000e+04 
200440.001 47.39874 -3.30900 0.00001 -0.00078 0.00295 -0.00000 1.000e+04 
200450.001 -47.72593 8.29062 -0.00000 -0.00113 0.00009 0.00000 1.000e+04 
200460.001 44.85411 -16.01229 -0.00000 -0.00040 0.00287 -0.00000 1.000e+04 
200470.001 -43.79563 20.40919 0.00000 -0.00150 0.00020 0.00000 1.000e+04 
200480.001 39.02401 -27.54416 0.00000 -0.00005 0.00269 0.00000 1.000e+04 
200490.001 -36.79236 31.09421 0.00000 -0.00182 0.00041 -0.00000 1.000e+04 
200500.001 30.35954 -37.07742 0.00000 0.00023 0.00242 -0.00000 1.000e+04 
200510.001 -27.18483 39.57622 -0.00000 -0.00208 0.00069 0.00000 1.000e+04 
200520.001 19.51052 -43.94541 -0.00000 0.00043 0.00210 -0.00000 1.000e+04 
200530.001 -15.63486 45.22739 0.00000 -0.00225 0.00104 -0.00000 1.000e+04 
200540.001 7.27077 -47.68500 0.00000 0.00054 0.00173 0.00000 1.000e+04 
200550.001 -2.95742 47.61197 -0.00000 -0.00233 0.00142 -0.00000 1.000e+04 
200560.001 -5.48330 -48.06154 0.00000 0.00055 0.00135 -0.00000 1.000e+04 
200570.001 9.93406 46.52614 0.00000 -0.00230 0.00181 0.00000 1.000e+04 
200580.001 -17.85512 -45.07651 0.00000 0.00046 0.00098 0.00000 1.000e+04 
200590.001 22.09441 42.02216 0.00000 -0.00216 0.00218 -0.00000 1.000e+04 
200600.001 -28.98748 -38.95975 0.00000 0.00027 0.00065 0.00000 1.000e+04 
200610.001 32.62067 34.41214 -0.00000 -0.00193 0.00250 0.00000 1.000e+04 
200620.001 -38.11599 -30.14883 0.00000 0.00001 0.00038 -0.00000 1.000e+04 
200630.001 40.72608 24.24899 0.00001 -0.00162 0.00275 0.00000 1.000e+04 
200640.001 -44.61516 -19.25793 0.00000 -0.00031 0.00018 0.00000 1.000e+04 
200650.001 45.80620 12.28448 0.00000 -0.00126 0.00290 -0.00000 1.000e+04 
200660.001 -48.03566 -7.03841 0.00000 -0.00068 0.00008 0.00000 1.000e+04 
200670.001 47.48936 -0.59157 -0.00000 -0.00087 0.00295 0.00000 1.000e+04 
200680.001 -48.13224 5.66749 0.00000 -0.00105 0.00008 -0.00000 1.000e+04 
200690.001 45.66552 -13.42489 0.00001 -0.00048 0.00289 -0.00000 1.000e+04 
200700.001 -44.88137 17.97821 -0.00000 -0.00142 0.00017 0.00000 1.000e+04 
200710.001 40.49097 -25.27453 -0.00000 -0.00012 0.00273 -0.00000 1.000e+04 
200720.001 -38.48715 29.02837 0.00000 -0.00175 0.00036 0.00000 1.000e+04 
200730.001 32.36947 -35.28650 0.00000 0.00018 0.00249 0.00000 1.000e+04 
200740.001 -29.37445 38.02622 0.00000 -0.00203 0.00063 -0.00000 1.000e+04 
200750.001 21.91368 -42.75630 0.00000 0.00040 0.00217 -0.00000 1.000e+04 
200760.001 -18.16749 44.31021 -0.00000 -0.00222 0.00096 0.00000 1.000e+04 
200770.001 9.89252 -47.17556 -0.00000 0.00053 0.00181 -0.00000 1.000e+04 
200780.001 -5.65310 47.40097 0.00000 -0.00232 0.00134 -0.00000 1.000e+04 
200790.001 -2.82936 -48.26075 0.00000 0.00056 0.00143 0.00000 1.000e+04 
200800.001 7.27092 47.04372 -0.00000 -0.00231 0.00173 -0.00000 1.000e+04 
200810.001 -15.35434 -45.96438 0.00000 0.00048 0.00105 -0.00000 1.000e+04 
200820.001 19.66032 43.23613 0.00000 -0.00220 0.00211 0.00000 1.000e+04 
200830.001 -26.81217 -40.47018 0.00000 0.00032 0.00071 0.00000 1.000e+04 
200840.001 30.59723 36.23671 0.00000 -0.00199 0.00244 -0.00000 1.000e+04 
200850.001 -36.41504 -32.17488 0.00000 0.00007 0.00043 0.00000 1.000e+04 
200860.001 39.26482 26.55055 -0.00000 -0.00169 0.00271 0.00000 1.000e+04 
200870.001 -43.50519 -21.65910 0.00000 -0.00024 0.00022 -0.00000 1.000e+04 
200880.001 45.01570 14.89223 0.00001 -0.00134 0.00288 0.00000 1.000e+04 
200890.001 -47.59414 -9.64933 0.00000 -0.00060 0.00009 0.00000 1.000e+04 
200900.001 47.42622 2.12841 -0.00000 -0.00095 0.00295 -0.00000 1.000e+04 
200910.001 -48.39252 3.02701 0.00000 -0.00098 0.00007 0.00000 1.000e+04 
200920.001 46.33032 -10.79364 0.00000 -0.00056 0.00292 0.00000 1.000e+04 
200930.001 -45.82988 15.49217 0.00000 -0.00135 0.00014 -0.00000 1.000e+04 
200940.001 41.82932 -22.92366 0.00001 -0.00019 0.00278 -0.00000 1.000e+04 
200950.001 -40.06315 26.87291 -0.00000 -0.00169 0.00031 0.00000 1.000e+04 
200960.001 34.27791 -33.38369 -0.00000 0.00012 0.00254 -0.00000 1.000e+04 
200970.001 -31.47245 36.35761 0.00000 -0.00198 0.00056 0.00000 1.000e+04 
200980.001 24.24920 -41.43337 0.00000 0.00036 0.00224 0.00000 1.000e+04 
200990.001 -20.64284 43.25334 0.00000 -0.00219 0.00089 -0.00000 1.000e+04 
201000.001 12.48453 -46.52024 0.00000 0.00051 0.00188 -0.00000 1.000e+04 
201010.001 -8.33080 47.03898 -0.00000 -0.00231 0.00126 0.00000 1.000e+04 
201020.001 -0.16600 -48.31234 -0.00000 0.00056 0.00150 -0.00000 1.000e+04 
201030.001 4.58433 47.41010 0.00000 -0.00232 0.00165 -0.00000 1.000e+04 
201040.001 -12.80627 -46.71291 0.00000 0.00051 0.00113 0.00000 1.000e+04 
201050.001 17.16242 44.31022 -0.00000 -0.00223 0.00203 -0.00000 1.000e+04 
201060.001 -24.55540 -41.85874 0.00000 0.00036 0.00078 -0.00000 1.000e+04 
201070.001 28.47406 37.94358 0.00000 -0.00204 0.00238 0.00000 1.000e+04 
201080.001 -34.60414 -34.10447 0.00000 0.00013 0.00048 0.00000 1.000e+04 
201090.001 37.67539 28.76591 0.00000 -0.00176 0.00266 -0.00000 1.000e+04 
201100.001 -42.26415 -23.99545 0.00000 -0.00017 0.00025 0.00000 1.000e+04 
201110.001 44.07849 17.45197 -0.00000 -0.00142 0.00285 0.00000 1.000e+04 
201120.001 -47.00902 -12.23142 0.00000 -0.00052 0.00011 -0.00000 1.000e+04 
201130.001 47.20926 4.84210 0.00001 -0.00103 0.00295 0.00000 1.000e+04 
201140.001 -48.50613 0.37717 0.00000 -0.00090 0.00007 0.00000 1.000e+04 
201150.001 46.84599 -8.12692 -0.00000 -0.00064 0.00293 -0.00000 1.000e+04 
201160.001 -46.63851 12.95874 0.00000 -0.00127 0.00012 0.00000 1.000e+04 
201170.001 43.03441 -20.49889 0.00000 -0.00026 0.00281 0.00000 1.000e+04 
201180.001 -41.51575 24.63463 0.00000 -0.00162 0.00027 -0.00000 1.000e+04 
201190.001 36.07850 -31.37470 0.00000 0.00006 0.00260 -0.00000 1.000e+04 
201200.001 -33.47250 34.57585 -0.00000 -0.00192 0.00051 0.00000 1.000e+04 
201210.001 26.50955 -39.98033 -0.00000 0.00032 0.00231 -0.00000 1.000e+04 
201220.001 -23.05324 42.06040 0.00000 -0.00215 0.00082 0.00000 1.000e+04 
201230.001 15.03868 -45.72062 0.00000 0.00049 0.00196 0.00000 1.000e+04 
201240.001 -10.98204 46.52746 0.00000 -0.00229 0.00118 -0.00000 1.000e+04 
201250.001 2.49866 -48.21574 0.00000 0.00056 0.00158 -0.00000 1.000e+04 
201260.001 1.88295 47.62436 -0.00000 -0.00233 0.00157 0.00000 1.000e+04 
201270.001 -10.21854 -47.31952 0.00000 0.00053 0.00121 -0.00000 1.000e+04 
201280.001 14.60889 45.24107 0.00001 -0.00226 0.00195 -0.00000 1.000e+04 
201290.001 -22.22384 -43.12107 0.00000 0.00040 0.00085 0.00000 1.000e+04 
201300.001 26.25813 39.52724 -0.00000 -0.00209 0.00231 -0.00000 1.000e+04 
201310.001 -32.68863 -35.93170 0.00000 0.00018 0.00054 -0.00000 1.000e+04 
201320.001 35.96295 30.88779 0.00000 -0.00183 0.00260 0.00000 1.000e+04 
201330.001 -40.89571 -26.25995 0.00000 -0.00010 0.00030 0.00000 1.000e+04 
201340.001 42.99748 19.95529 0.00000 -0.00149 0.00282 -0.00000 1.000e+04 
201350.001 -46.28211 -14.77694 0.00000 -0.00045 0.00013 0.00000 1.000e+04 
201360.001 46.83891 7.54064 -0.00000 -0.00111 0.00293 0.00000 1.000e+04 
201370.001 -48.47287 -2.27402 0.00000 -0.00082 0.00007 -0.00000 1.000e+04 
201380.001 47.21053 -5.43327 0.00001 -0.00072 0.00294 0.00000 1.000e+04 
201390.001 -47.30500 10.38570 -0.00000 -0.00119 0.00010 0.00000 1.000e+04 
201400.001 44.10201 -18.00776 -0.00000 -0.00034 0.00285 -0.00000 1.000e+04 
201410.001 -42.84072 22.32055 0.00000 -0.00155 0.00023 0.00000 1.000e+04 
201420.001 37.76520 -29.26557 0.00000 -0.00000 0.00265 0.00000 1.000e+04 
201430.001 -35.36858 32.68670 0.00000 -0.00186 0.00045 -0.00000 1.000e+04 
201440.001 28.68741 -38.40134 0.00000 0.00027 0.00237 -0.00000 1.000e+04 
201450.001 -25.39127 40.73544 -0.00000 -0.00211 0.00075 0.00000 1.000e+04 
201460.001 17.54691 -44.77876 -0.00000 0.00046 0.00204 -0.00000 1.000e+04 
201470.001 -13.59844 45.86834 0.00000 -0.00227 0.00110 0.00000 1.000e+04 
201480.001 5.15645 -47.97084 0.00000 0.00055 0.00166 0.00000 1.000e+04 
201490.001 -0.82450 47.68606 0.00000 -0.00233 0.00148 -0.00000 1.000e+04 
201500.001 -7.59894 -47.78203 0.00000 0.00054 0.00128 -0.00000 1.000e+04 
201510.001 12.00805 46.02585 -0.00000 -0.00228 0.00187 0.00000 1.000e+04 
201520.001 -19.82440 -44.25311 0.00000 0.00043 0.00092 -0.00000 1.000e+04 
201530.001 23.95670 40.98262 0.00001 -0.00213 0.00224 -0.00000 1.000e+04 
201540.001 -30.67414 -37.65095 0.00000 0.00023 0.00060 0.00000 1.000e+04 
201550.001 34.13307 32.90926 -0.00000 -0.00189 0.00255 -0.00000 1.000e+04 
201560.001 -39.40391 -28.44578 0.00000 -0.00004 0.00034 -0.00000 1.000e+04 
201570.001 41.77610 22.39395 0.00000 -0.00157 0.00278 0.00000 1.000e+04 
201580.001 -45.41561 -17.27824 0.00000 -0.00037 0.00016 0.00000 1.000e+04 
201590.001 46.31615 10.21523 0.00000 -0.00120 0.00292 -0.00000 1.000e+04 
201600.001 -48.29296 -4.91855 0.00000 -0.00074 0.00007 0.00000 1.000e+04 
201610.001 47.42244 -2.72140 -0.00000 -0.00080 0.00295 0.00000 1.000e+04 
201620.001 -47.82752 7.78091 0.00000 -0.00112 0.00009 -0.00000 1.000e+04 
201630.001 45.02833 -15.45813 0.00001 -0.00042 0.00288 0.00000 1.000e+04 
201640.001 -44.03422 19.93792 -0.00000 -0.00148 0.00019 0.00000 1.000e+04 
201650.001 39.33229 -27.06273 -0.00000 -0.00007 0.00270 -0.00000 1.000e+04 
201660.001 -37.15506 30.69623 0.00000 -0.00180 0.00040 0.00000 1.000e+04 
201670.001 30.77565 -36.70098 0.00000 0.00022 0.00244 0.00000 1.000e+04 
201680.001 -27.64975 39.28288 0.00000 -0.00207 0.00068 -0.00000 1.000e+04 
201690.001 20.00130 -43.69715 0.00000 0.00043 0.00211 0.00000 1.000e+04 
201700.001 -16.17179 45.06399 -0.00000 -0.00224 0.00102 0.00000 1.000e+04 
201710.001 7.79915 -47.57799 -0.00000 0.00054 0.00174 -0.00000 1.000e+04 
201720.001 -3.52936 47.59528 0.00000 -0.00232 0.00140 0.00000 1.000e+04 
201730.001 -4.95537 -48.09869 0.00000 0.00055 0.00136 0.00000 1.000e+04 
201740.001 9.36839 46.66223 0.00000 -0.00230 0.00179 -0.00000 1.000e+04 
201750.001 -17.36421 -45.25119 0.00000 0.00046 0.00099 -0.00000 1.000e+04 
201760.001 21.57734 42.30507 -0.00000 -0.00217 0.00217 0.00000 1.000e+04 
201770.001 -28.56661 -39.25692 0.00000 0.00028 0.00066 -0.00000 1.000e+04 
201780.001 32.19175 34.82370 0.00001 -0.00194 0.00249 -0.00000 1.000e+04 
201790.001 -37.79317 -30.54631 0.00000 0.00002 0.00039 0.00000 1.000e+04 
201800.001 40.41824 24.75994 -0.00000 -0.00164 0.00274 -0.00000 1.000e+04 
201810.001 -44.41215 -19.72782 0.00000 -0.00030 0.00019 -0.00000 1.000e+04 
201820.001 45.64249 12.85708 0.00000 -0.00128 0.00290 0.00000 1.000e+04 
201830.001 -47.96704 -7.54847 0.00000 -0.00066 0.00008 -0.00000 1.000e+04 
201840.001 47.48072 -0.00006 0.00000 -0.00088 0.00295 -0.00000 1.000e+04 
201850.001 -48.20467 5.15231 0.00000 -0.00104 0.00007 0.00000 1.000e+04 
201860.001 45.81002 -12.85808 -0.00000 -0.00049 0.00290 0.00000 1.000e+04 
201870.001 -45.09283 17.49413 0.00000 -0.00141 0.00016 -0.00000 1.000e+04 
201880.001 40.77444 -24.77295 0.00001 -0.00014 0.00274 0.00000 1.000e+04 
201890.001 -38.82663 28.61080 -0.00000 -0.00174 0.00035 0.00000 1.000e+04 
201900.001 32.76741 -34.88427 -0.00000 0.00017 0.00250 -0.00000 1.000e+04 
201910.001 -29.82181 37.70754 0.00000 -0.00202 0.00061 0.00000 1.000e+04 
201920.001 22.39400 -42.47875 0.00000 0.00039 0.00218 0.00000 1.000e+04 
201930.001 -18.69404 44.11729 0.00000 -0.00221 0.00095 -0.00000 1.000e+04 
201940.001 10.41855 -47.03797 0.00000 0.00052 0.00182 0.00000 1.000e+04 
201950.001 -6.22299 47.35259 -0.00000 -0.00232 0.00132 0.00000 1.000e+04 
201960.001 -2.29587 -48.26815 -0.00000 0.00056 0.00144 -0.00000 1.000e+04 
